Player,Year,Kicks,Marks,Hand Balls,Disp,Goals,Behinds,Hit Outs,Tackles,Rebounds,Inside 50,Clearances,Clangers,Frees For,Frees Against,Uncontested Possessions,Contested Possessions,Contested Marks,Marks Inside 50,One Percenters,Bounces,Kicks G,Marks G,Hand Balls G,Disp G,Goals G,Behinds G,Hit Outs G,Tackles G,Rebounds G,Inside 50 G,Clearances G,Clangers G,Frees For G,Frees Against G,Uncontested Possessions G,Contested Possessions G,Contested Marks G,Marks Inside 50 G,One Percenters G,Bounces G,Brownlow
Adam Kennedy,2016,11,5,5,16,0,0,0,3,1,1,1,2,1,0,3,12,1,0,1,1,0.41666666666666663,0.5,0.1875,0.42857142857142855,0.0,0.0,0.0,0.5,0.1,0.125,0.14285714285714285,0.25,0.2,0.0,0.2,0.5294117647058822,0.25,0.0,0.1111111111111111,0.25,0
Rory Lobb,2016,8,7,7,15,2,3,0,2,0,0,0,2,1,2,9,7,4,5,6,0,0.29166666666666663,0.7000000000000001,0.3125,0.39285714285714285,0.6666666666666666,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.25,0.2,0.3333333333333333,0.6,0.23529411764705882,1.0,1.0,0.6666666666666666,0.0,0
Caleb Marchbank,2016,8,4,7,15,0,1,0,4,3,2,2,1,2,1,7,8,1,0,6,0,0.29166666666666663,0.4,0.3125,0.39285714285714285,0.0,0.3333333333333333,0.0,0.6666666666666666,0.30000000000000004,0.25,0.2857142857142857,0.125,0.4,0.16666666666666666,0.4666666666666667,0.29411764705882354,0.25,0.0,0.6666666666666666,0.0,0
Shane Mumford,2016,1,3,10,11,0,0,25,3,2,0,2,7,1,6,5,6,1,0,1,0,0.0,0.30000000000000004,0.5,0.25,0.0,0.0,0.9615384615384616,0.5,0.2,0.0,0.2857142857142857,0.875,0.2,1.0,0.3333333333333333,0.1764705882352941,0.25,0.0,0.1111111111111111,0.0,0
Rhys Palmer,2016,8,3,7,15,0,0,0,1,0,3,1,2,0,1,6,8,0,0,0,0,0.29166666666666663,0.30000000000000004,0.3125,0.39285714285714285,0.0,0.0,0.0,0.16666666666666666,0.0,0.375,0.14285714285714285,0.25,0.0,0.16666666666666666,0.4,0.29411764705882354,0.0,0.0,0.0,0.0,0
Tom Scully,2016,19,6,8,27,1,1,0,1,1,5,4,4,1,1,7,20,0,1,1,4,0.75,0.6000000000000001,0.375,0.8214285714285714,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.1,0.625,0.5714285714285714,0.5,0.2,0.16666666666666666,0.4666666666666667,1.0,0.0,0.2,0.1111111111111111,1.0,0
Heath Shaw,2016,25,7,5,30,0,0,0,2,10,3,0,8,1,2,7,20,0,0,3,3,0.9999999999999999,0.7000000000000001,0.1875,0.9285714285714286,0.0,0.0,0.0,0.3333333333333333,1.0,0.375,0.0,1.0,0.2,0.3333333333333333,0.4666666666666667,1.0,0.0,0.0,0.3333333333333333,0.75,0
Dylan Shiel,2016,13,4,16,29,0,0,0,2,4,4,5,3,0,1,10,19,0,0,2,4,0.49999999999999994,0.4,0.875,0.8928571428571428,0.0,0.0,0.0,0.3333333333333333,0.4,0.5,0.7142857142857142,0.375,0.0,0.16666666666666666,0.6666666666666666,0.9411764705882353,0.0,0.0,0.2222222222222222,1.0,0
Devon Smith,2016,9,5,7,16,1,2,0,2,0,2,0,2,0,0,6,9,0,2,1,0,0.3333333333333333,0.5,0.3125,0.42857142857142855,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.25,0.0,0.25,0.0,0.0,0.4,0.35294117647058826,0.0,0.4,0.1111111111111111,0.0,0
Jack Steele,2016,6,3,5,11,1,0,0,2,1,3,1,2,2,2,2,9,0,0,1,0,0.20833333333333334,0.30000000000000004,0.1875,0.25,0.3333333333333333,0.0,0.0,0.3333333333333333,0.1,0.375,0.14285714285714285,0.25,0.4,0.3333333333333333,0.13333333333333333,0.35294117647058826,0.0,0.0,0.1111111111111111,0.0,0
James Stewart,2016,2,2,2,4,0,1,0,0,0,0,0,1,1,1,1,3,0,1,0,0,0.041666666666666664,0.2,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.125,0.2,0.16666666666666666,0.06666666666666667,0.0,0.0,0.2,0.0,0.0,0
Adam Tomlinson,2016,6,4,3,9,0,1,0,2,0,2,0,2,0,1,4,6,1,2,4,0,0.20833333333333334,0.4,0.0625,0.17857142857142855,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.0,0.25,0.0,0.16666666666666666,0.26666666666666666,0.1764705882352941,0.25,0.4,0.4444444444444444,0.0,0
Callan Ward,2016,14,6,14,28,2,2,2,1,1,3,4,0,2,0,14,12,2,1,5,0,0.5416666666666666,0.6000000000000001,0.75,0.8571428571428572,0.6666666666666666,0.6666666666666666,0.07692307692307693,0.16666666666666666,0.1,0.375,0.5714285714285714,0.0,0.4,0.0,0.9333333333333333,0.5294117647058822,0.5,0.2,0.5555555555555556,0.0,0
Lachie Whitfield,2016,12,5,10,22,0,1,0,3,0,4,1,2,1,1,8,14,0,0,0,0,0.4583333333333333,0.5,0.5,0.6428571428571428,0.0,0.3333333333333333,0.0,0.5,0.0,0.5,0.14285714285714285,0.25,0.2,0.16666666666666666,0.5333333333333333,0.6470588235294117,0.0,0.0,0.0,0.0,0
Nathan Wilson,2016,19,6,3,22,0,0,0,1,7,4,0,2,3,0,3,15,0,0,1,0,0.75,0.6000000000000001,0.0625,0.6428571428571428,0.0,0.0,0.0,0.16666666666666666,0.7000000000000001,0.5,0.0,0.25,0.6000000000000001,0.0,0.2,0.7058823529411764,0.0,0.0,0.1111111111111111,0.0,0
Gary Ablett,2016,20,4,14,34,1,3,0,7,1,7,9,4,3,2,14,21,0,2,0,2,0.9473684210526315,0.4,0.6666666666666665,0.9333333333333333,0.25,1.0,0.0,0.7777777777777777,0.16666666666666666,0.7777777777777777,0.9,0.5714285714285714,1.0,0.6666666666666666,1.0000000000000002,0.7916666666666666,0.0,0.5,0.0,0.3333333333333333,1
Callum Ah Chee,2016,4,1,4,8,1,1,0,5,0,0,0,1,1,0,6,2,0,1,2,0,0.10526315789473684,0.1,0.1111111111111111,0.06666666666666665,0.25,0.3333333333333333,0.0,0.5555555555555556,0.0,0.0,0.0,0.14285714285714285,0.3333333333333333,0.0,0.38461538461538464,0.0,0.0,0.25,0.2,0.0,0
Clay Cameron,2016,7,7,8,15,0,0,0,3,1,1,1,0,1,0,3,12,0,0,3,0,0.2631578947368421,0.7000000000000001,0.3333333333333333,0.3,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.1,0.0,0.3333333333333333,0.0,0.15384615384615385,0.4166666666666667,0.0,0.0,0.30000000000000004,0.0,0
Ryan Davis,2016,8,1,9,17,0,2,0,4,1,3,1,2,1,0,8,10,0,1,0,0,0.3157894736842105,0.1,0.3888888888888889,0.36666666666666664,0.0,0.6666666666666666,0.0,0.4444444444444444,0.16666666666666666,0.3333333333333333,0.1,0.2857142857142857,0.3333333333333333,0.0,0.5384615384615385,0.3333333333333333,0.0,0.25,0.0,0.0,0
Sam Day,2016,7,4,8,15,2,0,2,2,0,3,1,3,3,2,7,8,1,2,4,0,0.2631578947368421,0.4,0.3333333333333333,0.3,0.5,0.0,0.0625,0.2222222222222222,0.0,0.3333333333333333,0.1,0.42857142857142855,1.0,0.6666666666666666,0.4615384615384616,0.25,0.3333333333333333,0.5,0.4,0.0,0
Aaron Hall,2016,19,4,17,36,2,1,0,3,1,9,4,2,0,1,11,25,0,0,1,1,0.8947368421052632,0.4,0.8333333333333333,1.0,0.5,0.3333333333333333,0.0,0.3333333333333333,0.16666666666666666,1.0,0.4,0.2857142857142857,0.0,0.3333333333333333,0.7692307692307694,0.9583333333333331,0.0,0.0,0.1,0.16666666666666666,3
Jarrod Harbrow,2016,10,3,10,20,0,1,0,2,2,3,0,4,0,1,8,12,0,0,0,5,0.42105263157894735,0.30000000000000004,0.4444444444444445,0.4666666666666666,0.0,0.3333333333333333,0.0,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.0,0.5714285714285714,0.0,0.3333333333333333,0.5384615384615385,0.4166666666666667,0.0,0.0,0.0,0.8333333333333333,0
Sean Lemmens,2016,4,0,6,10,0,0,0,2,0,0,0,3,1,1,2,8,0,0,0,0,0.10526315789473684,0.0,0.2222222222222222,0.1333333333333333,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.07692307692307693,0.25,0.0,0.0,0.0,0.0,0
Jesse Lonergan,2016,9,3,11,20,1,0,0,6,0,4,2,2,0,0,8,11,0,0,0,0,0.3684210526315789,0.30000000000000004,0.49999999999999994,0.4666666666666666,0.25,0.0,0.0,0.6666666666666666,0.0,0.4444444444444444,0.2,0.2857142857142857,0.0,0.0,0.5384615384615385,0.375,0.0,0.0,0.0,0.0,0
Tom Lynch,2016,8,7,10,18,4,1,0,4,0,0,0,7,1,2,10,6,3,4,1,0,0.3157894736842105,0.7000000000000001,0.4444444444444445,0.39999999999999997,1.0,0.3333333333333333,0.0,0.4444444444444444,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.6923076923076923,0.16666666666666669,1.0,1.0,0.1,0.0,2
Nick Malceski,2016,12,4,7,19,1,2,0,3,1,4,1,4,2,2,8,12,2,2,0,0,0.5263157894736842,0.4,0.27777777777777773,0.4333333333333333,0.25,0.6666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.4444444444444444,0.1,0.5714285714285714,0.6666666666666666,0.6666666666666666,0.5384615384615385,0.4166666666666667,0.6666666666666666,0.5,0.0,0.0,0
Jack Martin,2016,8,4,5,13,2,0,0,8,0,2,0,1,1,0,5,7,0,2,1,0,0.3157894736842105,0.4,0.16666666666666669,0.23333333333333334,0.5,0.0,0.0,0.8888888888888888,0.0,0.2222222222222222,0.0,0.14285714285714285,0.3333333333333333,0.0,0.3076923076923077,0.20833333333333331,0.0,0.5,0.1,0.0,0
Steven May,2016,12,6,4,16,0,0,0,2,5,3,0,1,0,1,4,11,2,0,10,0,0.5263157894736842,0.6000000000000001,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.2222222222222222,0.8333333333333333,0.3333333333333333,0.0,0.14285714285714285,0.0,0.3333333333333333,0.23076923076923078,0.375,0.6666666666666666,0.0,1.0,0.0,0
Trent McKenzie,2016,13,7,4,17,0,0,0,5,2,3,0,0,1,0,4,13,0,0,0,0,0.5789473684210525,0.7000000000000001,0.1111111111111111,0.36666666666666664,0.0,0.0,0.0,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.23076923076923078,0.4583333333333333,0.0,0.0,0.0,0.0,0
Touk Miller,2016,9,2,11,20,1,2,0,2,0,1,1,4,1,1,7,15,0,0,1,0,0.3684210526315789,0.2,0.49999999999999994,0.4666666666666666,0.25,0.6666666666666666,0.0,0.2222222222222222,0.0,0.1111111111111111,0.1,0.5714285714285714,0.3333333333333333,0.3333333333333333,0.4615384615384616,0.5416666666666666,0.0,0.0,0.1,0.0,0
Tom Nicholls,2016,5,3,5,10,0,0,24,4,1,1,1,4,0,2,6,5,0,0,4,0,0.15789473684210525,0.30000000000000004,0.16666666666666669,0.1333333333333333,0.0,0.0,0.75,0.4444444444444444,0.16666666666666666,0.1111111111111111,0.1,0.5714285714285714,0.0,0.6666666666666666,0.38461538461538464,0.12499999999999999,0.0,0.0,0.4,0.0,0
Dion Prestia,2016,13,3,16,29,1,0,0,9,2,8,4,4,0,0,9,22,0,0,1,1,0.5789473684210525,0.30000000000000004,0.7777777777777777,0.7666666666666666,0.25,0.0,0.0,1.0,0.3333333333333333,0.8888888888888888,0.4,0.5714285714285714,0.0,0.0,0.6153846153846154,0.8333333333333333,0.0,0.0,0.1,0.16666666666666666,0
Michael Rischitelli,2016,7,3,20,27,0,0,0,7,1,3,10,0,2,0,13,14,0,0,1,1,0.2631578947368421,0.30000000000000004,1.0,0.7,0.0,0.0,0.0,0.7777777777777777,0.16666666666666666,0.3333333333333333,1.0,0.0,0.6666666666666666,0.0,0.9230769230769231,0.49999999999999994,0.0,0.0,0.1,0.16666666666666666,0
Matt Rosa,2016,16,9,16,32,0,0,0,1,1,5,1,2,0,1,7,26,0,0,1,1,0.7368421052631579,0.9,0.7777777777777777,0.8666666666666667,0.0,0.0,0.0,0.1111111111111111,0.16666666666666666,0.5555555555555556,0.1,0.2857142857142857,0.0,0.3333333333333333,0.4615384615384616,0.9999999999999999,0.0,0.0,0.1,0.16666666666666666,0
Adam Saad,2016,7,6,8,15,0,1,0,3,3,3,0,0,0,0,4,11,1,0,4,6,0.2631578947368421,0.6000000000000001,0.3333333333333333,0.3,0.0,0.3333333333333333,0.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.23076923076923078,0.375,0.3333333333333333,0.0,0.4,1.0,0
Alex Sexton,2016,15,6,8,23,1,2,0,3,4,2,1,4,0,1,3,19,0,1,1,0,0.6842105263157895,0.6000000000000001,0.3333333333333333,0.5666666666666667,0.25,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.2222222222222222,0.1,0.5714285714285714,0.0,0.3333333333333333,0.15384615384615385,0.7083333333333333,0.0,0.25,0.1,0.0,0
Rory Thompson,2016,10,4,4,14,0,0,1,2,2,1,0,1,2,0,5,9,0,0,5,0,0.42105263157894735,0.4,0.1111111111111111,0.26666666666666666,0.0,0.0,0.03125,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.0,0.14285714285714285,0.6666666666666666,0.0,0.3076923076923077,0.2916666666666667,0.0,0.0,0.5,0.0,0
Patrick Ambrose,2016,8,3,4,12,0,0,0,4,4,0,0,4,1,2,4,7,0,0,6,0,0.3157894736842105,0.30000000000000004,0.1111111111111111,0.2,0.0,0.0,0.0,0.4444444444444444,0.6666666666666666,0.0,0.0,0.5714285714285714,0.3333333333333333,0.6666666666666666,0.23076923076923078,0.20833333333333331,0.0,0.0,0.6000000000000001,0.0,0
Mark Baguley,2016,11,7,5,16,0,0,0,3,3,1,0,4,0,1,4,10,1,0,5,0,0.4736842105263158,0.7000000000000001,0.16666666666666669,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.5,0.1111111111111111,0.0,0.5714285714285714,0.0,0.3333333333333333,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.0,0.5,0.0,0
Craig Bird,2016,4,1,7,11,0,0,0,6,2,2,1,2,0,0,4,8,0,0,0,0,0.10526315789473684,0.1,0.27777777777777773,0.16666666666666663,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.2222222222222222,0.1,0.2857142857142857,0.0,0.0,0.23076923076923078,0.25,0.0,0.0,0.0,0.0,0
Mitch Brown,2016,10,4,3,13,0,0,0,2,2,0,0,2,2,2,3,10,0,0,2,0,0.42105263157894735,0.4,0.05555555555555555,0.23333333333333334,0.0,0.0,0.0,0.2222222222222222,0.3333333333333333,0.0,0.0,0.2857142857142857,0.6666666666666666,0.6666666666666666,0.15384615384615385,0.3333333333333333,0.0,0.0,0.2,0.0,0
Adam Cooney,2016,7,4,7,14,0,0,0,3,1,4,0,2,2,1,6,8,0,0,0,0,0.2631578947368421,0.4,0.27777777777777773,0.26666666666666666,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.4444444444444444,0.0,0.2857142857142857,0.6666666666666666,0.3333333333333333,0.38461538461538464,0.25,0.0,0.0,0.0,0.0,0
Ryan Crowley,2016,6,3,7,13,1,0,1,2,0,0,2,2,0,0,4,8,1,1,1,0,0.21052631578947367,0.30000000000000004,0.27777777777777773,0.23333333333333334,0.25,0.0,0.03125,0.2222222222222222,0.0,0.0,0.2,0.2857142857142857,0.0,0.0,0.23076923076923078,0.25,0.3333333333333333,0.25,0.1,0.0,0
Joe Daniher,2016,7,5,4,11,1,1,1,1,0,4,0,4,1,0,5,6,2,2,1,1,0.2631578947368421,0.5,0.1111111111111111,0.16666666666666663,0.25,0.3333333333333333,0.03125,0.1111111111111111,0.0,0.4444444444444444,0.0,0.5714285714285714,0.3333333333333333,0.0,0.3076923076923077,0.16666666666666669,0.6666666666666666,0.5,0.1,0.16666666666666666,0
Matt Dea,2016,6,5,9,15,0,0,0,5,0,0,0,0,1,0,4,11,0,0,1,0,0.21052631578947367,0.5,0.3888888888888889,0.3,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.23076923076923078,0.375,0.0,0.0,0.1,0.0,0
Martin Gleeson,2016,11,5,8,19,0,0,0,2,5,0,0,4,0,0,1,16,0,0,3,0,0.4736842105263158,0.5,0.3333333333333333,0.4333333333333333,0.0,0.0,0.0,0.2222222222222222,0.8333333333333333,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.5833333333333333,0.0,0.0,0.30000000000000004,0.0,0
Brendon Goddard,2016,8,7,16,24,0,0,0,1,2,0,3,4,1,2,10,14,0,0,1,0,0.3157894736842105,0.7000000000000001,0.7777777777777777,0.6000000000000001,0.0,0.0,0.0,0.1111111111111111,0.3333333333333333,0.0,0.30000000000000004,0.5714285714285714,0.3333333333333333,0.6666666666666666,0.6923076923076923,0.49999999999999994,0.0,0.0,0.1,0.0,0
James Gwilt,2016,11,5,7,18,0,0,0,1,6,0,0,2,0,1,4,14,0,0,2,0,0.4736842105263158,0.5,0.27777777777777773,0.39999999999999997,0.0,0.0,0.0,0.1111111111111111,1.0,0.0,0.0,0.2857142857142857,0.0,0.3333333333333333,0.23076923076923078,0.49999999999999994,0.0,0.0,0.2,0.0,0
James Kelly,2016,15,8,11,26,0,0,0,7,5,1,2,4,2,1,10,16,0,1,2,0,0.6842105263157895,0.8,0.49999999999999994,0.6666666666666667,0.0,0.0,0.0,0.7777777777777777,0.8333333333333333,0.1111111111111111,0.2,0.5714285714285714,0.6666666666666666,0.3333333333333333,0.6923076923076923,0.5833333333333333,0.0,0.25,0.2,0.0,0
Kyle Langford,2016,7,3,6,13,1,0,0,0,1,5,0,2,1,2,2,11,0,0,1,0,0.2631578947368421,0.30000000000000004,0.2222222222222222,0.23333333333333334,0.25,0.0,0.0,0.0,0.16666666666666666,0.5555555555555556,0.0,0.2857142857142857,0.3333333333333333,0.6666666666666666,0.07692307692307693,0.375,0.0,0.0,0.1,0.0,0
Matthew Leuenberger,2016,2,3,6,8,0,0,32,0,0,1,0,1,1,1,1,9,0,0,2,0,0.0,0.30000000000000004,0.2222222222222222,0.06666666666666665,0.0,0.0,1.0,0.0,0.0,0.1111111111111111,0.0,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.0,0.2916666666666667,0.0,0.0,0.2,0.0,0
Anthony McDonald-Tipungwuti,2016,6,0,4,10,0,1,0,2,0,0,0,0,1,0,5,7,0,0,4,0,0.21052631578947367,0.0,0.1111111111111111,0.1333333333333333,0.0,0.3333333333333333,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3076923076923077,0.20833333333333331,0.0,0.0,0.4,0.0,0
Shaun McKernan,2016,4,1,2,6,1,0,5,0,1,1,1,6,2,3,2,5,0,0,3,0,0.10526315789473684,0.1,0.0,0.0,0.25,0.0,0.15625,0.0,0.16666666666666666,0.1111111111111111,0.1,0.8571428571428571,0.6666666666666666,1.0,0.07692307692307693,0.12499999999999999,0.0,0.0,0.30000000000000004,0.0,0
Jackson Merrett,2016,9,4,12,21,0,0,0,3,0,2,0,1,0,0,5,16,0,1,1,0,0.3684210526315789,0.4,0.5555555555555556,0.49999999999999994,0.0,0.0,0.0,0.3333333333333333,0.0,0.2222222222222222,0.0,0.14285714285714285,0.0,0.0,0.3076923076923077,0.5833333333333333,0.0,0.25,0.1,0.0,0
Zach Merrett,2016,18,10,13,31,0,0,0,3,4,4,4,3,0,1,12,23,0,0,4,0,0.8421052631578947,1.0,0.6111111111111112,0.8333333333333333,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.4,0.42857142857142855,0.0,0.3333333333333333,0.8461538461538463,0.8749999999999999,0.0,0.0,0.4,0.0,0
Darcy Parish,2016,8,5,17,25,0,0,0,6,1,2,6,3,0,0,12,14,0,1,2,0,0.3157894736842105,0.5,0.8333333333333333,0.6333333333333333,0.0,0.0,0.0,0.6666666666666666,0.16666666666666666,0.2222222222222222,0.6000000000000001,0.42857142857142855,0.0,0.0,0.8461538461538463,0.49999999999999994,0.0,0.25,0.2,0.0,0
Jonathan Simpkin,2016,8,3,9,17,0,0,0,2,3,0,1,6,0,3,8,10,0,0,2,0,0.3157894736842105,0.30000000000000004,0.3888888888888889,0.36666666666666664,0.0,0.0,0.0,0.2222222222222222,0.5,0.0,0.1,0.8571428571428571,0.0,1.0,0.5384615384615385,0.3333333333333333,0.0,0.0,0.2,0.0,0
Mathew Stokes,2016,18,7,9,27,3,1,0,1,2,5,0,7,1,0,7,20,0,1,1,0,0.8421052631578947,0.7000000000000001,0.3888888888888889,0.7,0.75,0.3333333333333333,0.0,0.1111111111111111,0.3333333333333333,0.5555555555555556,0.0,1.0,0.3333333333333333,0.0,0.4615384615384616,0.7499999999999999,0.0,0.25,0.1,0.0,0
David Zaharakis,2016,21,5,12,33,2,2,0,2,1,8,5,2,1,0,12,20,0,1,3,4,0.9999999999999999,0.5,0.5555555555555556,0.9000000000000001,0.5,0.6666666666666666,0.0,0.2222222222222222,0.16666666666666666,0.8888888888888888,0.5,0.2857142857142857,0.3333333333333333,0.0,0.8461538461538463,0.7499999999999999,0.0,0.25,0.30000000000000004,0.6666666666666666,0
Jed Anderson,2016,4,1,1,5,0,0,0,0,0,2,1,0,0,0,3,2,0,0,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.1,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0
Shaun Atley,2016,10,5,7,17,0,0,0,1,6,1,0,2,0,0,4,13,0,0,3,5,0.49999999999999994,0.5,0.3157894736842105,0.48000000000000004,0.0,0.0,0.0,0.1,0.8571428571428571,0.125,0.0,0.2857142857142857,0.0,0.0,0.09523809523809523,0.5789473684210525,0.0,0.0,0.25,1.0,0
Ben Brown,2016,9,6,2,11,2,0,2,2,1,2,1,3,0,1,4,7,1,1,4,0,0.4166666666666667,0.6000000000000001,0.05263157894736842,0.24,0.4,0.0,0.045454545454545456,0.2,0.14285714285714285,0.25,0.1,0.42857142857142855,0.0,0.25,0.09523809523809523,0.2631578947368421,0.25,0.3333333333333333,0.3333333333333333,0.0,0
Ben Cunnington,2016,7,1,20,27,0,1,1,7,1,1,10,2,1,1,23,4,1,0,2,0,0.24999999999999994,0.1,1.0,0.8800000000000001,0.0,0.3333333333333333,0.022727272727272728,0.7000000000000001,0.14285714285714285,0.125,1.0,0.2857142857142857,0.3333333333333333,0.25,0.9999999999999999,0.10526315789473684,0.25,0.0,0.16666666666666666,0.0,0
Nick Dal Santo,2016,12,2,9,21,1,1,0,2,4,3,6,0,2,0,9,11,0,1,1,1,0.6666666666666667,0.2,0.42105263157894735,0.6399999999999999,0.2,0.3333333333333333,0.0,0.2,0.5714285714285714,0.375,0.6000000000000001,0.0,0.6666666666666666,0.0,0.3333333333333333,0.4736842105263158,0.0,0.3333333333333333,0.08333333333333333,0.2,0
Michael Firrito,2016,10,9,7,17,0,0,0,1,4,2,0,2,0,2,4,12,1,0,7,1,0.49999999999999994,0.9,0.3157894736842105,0.48000000000000004,0.0,0.0,0.0,0.1,0.5714285714285714,0.25,0.0,0.2857142857142857,0.0,0.5,0.09523809523809523,0.5263157894736842,0.25,0.0,0.5833333333333333,0.2,0
Taylor Garner,2016,5,5,6,11,2,0,0,5,0,1,0,0,0,0,4,6,1,1,1,0,0.08333333333333331,0.5,0.2631578947368421,0.24,0.4,0.0,0.0,0.5,0.0,0.125,0.0,0.0,0.0,0.0,0.09523809523809523,0.21052631578947367,0.25,0.3333333333333333,0.08333333333333333,0.0,0
Sam Gibson,2016,11,3,14,25,0,0,0,6,1,5,2,2,1,0,5,21,0,0,2,0,0.5833333333333333,0.30000000000000004,0.6842105263157894,0.8,0.0,0.0,0.0,0.6000000000000001,0.14285714285714285,0.625,0.2,0.2857142857142857,0.3333333333333333,0.0,0.14285714285714285,0.9999999999999999,0.0,0.0,0.16666666666666666,0.0,0
Todd Goldstein,2016,8,4,5,13,1,0,44,7,0,1,3,2,0,1,8,4,4,0,2,0,0.3333333333333333,0.4,0.21052631578947367,0.32,0.2,0.0,1.0,0.7000000000000001,0.0,0.125,0.30000000000000004,0.2857142857142857,0.0,0.25,0.2857142857142857,0.10526315789473684,1.0,0.0,0.16666666666666666,0.0,3
Brent Harvey,2016,12,5,4,16,3,0,0,2,1,1,1,1,0,0,4,13,0,0,1,1,0.6666666666666667,0.5,0.15789473684210525,0.44,0.6000000000000001,0.0,0.0,0.2,0.14285714285714285,0.125,0.1,0.14285714285714285,0.0,0.0,0.09523809523809523,0.5789473684210525,0.0,0.0,0.08333333333333333,0.2,0
Shaun Higgins,2016,8,5,10,18,1,0,0,9,1,4,1,1,1,0,9,9,1,1,0,0,0.3333333333333333,0.5,0.47368421052631576,0.52,0.2,0.0,0.0,0.9,0.14285714285714285,0.5,0.1,0.14285714285714285,0.3333333333333333,0.0,0.3333333333333333,0.3684210526315789,0.25,0.3333333333333333,0.0,0.0,0
Jamie Macmillan,2016,11,4,4,15,0,0,0,1,2,5,2,1,0,0,6,9,0,0,5,3,0.5833333333333333,0.4,0.15789473684210525,0.39999999999999997,0.0,0.0,0.0,0.1,0.2857142857142857,0.625,0.2,0.14285714285714285,0.0,0.0,0.19047619047619047,0.3684210526315789,0.0,0.0,0.41666666666666663,0.6000000000000001,0
Luke McDonald,2016,8,4,4,12,0,1,0,2,1,0,0,2,0,2,4,8,1,0,2,0,0.3333333333333333,0.4,0.15789473684210525,0.27999999999999997,0.0,0.3333333333333333,0.0,0.2,0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.5,0.09523809523809523,0.3157894736842105,0.25,0.0,0.16666666666666666,0.0,0
Drew Petrie,2016,5,3,1,6,2,1,0,4,0,2,0,4,0,4,3,3,2,2,5,0,0.08333333333333331,0.30000000000000004,0.0,0.03999999999999998,0.4,0.3333333333333333,0.0,0.4,0.0,0.25,0.0,0.5714285714285714,0.0,1.0,0.047619047619047616,0.05263157894736842,0.5,0.6666666666666666,0.41666666666666663,0.0,0
Andrew Swallow,2016,9,1,8,17,0,0,0,10,3,0,2,2,1,1,11,9,0,0,3,0,0.4166666666666667,0.1,0.3684210526315789,0.48000000000000004,0.0,0.0,0.0,1.0,0.42857142857142855,0.0,0.2,0.2857142857142857,0.3333333333333333,0.25,0.4285714285714285,0.3684210526315789,0.0,0.0,0.25,0.0,0
Robbie Tarrant,2016,16,8,8,24,0,1,0,2,5,4,0,5,2,3,7,15,1,0,6,0,1.0,0.8,0.3684210526315789,0.76,0.0,0.3333333333333333,0.0,0.2,0.7142857142857142,0.5,0.0,0.7142857142857142,0.6666666666666666,0.75,0.23809523809523808,0.6842105263157895,0.25,0.0,0.5,0.0,0
Lindsay Thomas,2016,10,4,4,14,1,2,0,3,0,3,0,2,2,1,6,7,1,2,0,0,0.49999999999999994,0.4,0.15789473684210525,0.36000000000000004,0.2,0.6666666666666666,0.0,0.30000000000000004,0.0,0.375,0.0,0.2857142857142857,0.6666666666666666,0.25,0.19047619047619047,0.2631578947368421,0.25,0.6666666666666666,0.0,0.0,0
