"Player","ID","Team","Opponent","Round","Kicks","Marks","Hand Balls","Disp","Goals","Behinds","Hit Outs","Tackles","Rebounds","Inside 50","Clearances","Clangers","Frees For","Frees Against","Brownlow","Uncontested Possessions","Contested Possessions","Contested Marks","Marks Inside 50","One Percenters","Bounces","Goal Assists","% Time Played"
"Gerard Healy",1366,"ME","CW","1",14,5,3,17,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stephen Icke",1830,"ME","CW","1",8,4,10,18,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Alan Jarrott",1839,"ME","CW","1",15,3,6,21,1,0,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0
"Glenn McLean",1976,"ME","CW","1",5,2,2,7,1,2,10,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"Peter Moore",2000,"ME","CW","1",6,1,5,11,1,0,29,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0
"Paul OBrien",2042,"ME","CW","1",7,2,0,7,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"Michael OSullivan",2044,"ME","CW","1",7,2,1,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Russell Richards",2111,"ME","CW","1",5,3,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Seddon",2153,"ME","CW","1",9,4,4,13,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"Kelvin Templeton",2210,"ME","CW","1",6,5,1,7,1,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
"David Williams",2284,"ME","CW","1",4,3,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brian Wilson",1362,"ME","CW","1",22,7,9,31,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
"Rodney Wright",1901,"ME","CW","1",9,3,1,10,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"John Annear",1395,"CW","ME","1",21,6,8,29,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0
"Ray Byrne",1574,"CW","ME","1",11,2,8,19,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0
"David Cloke",1286,"CW","ME","1",6,4,2,8,3,0,11,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"Chris Dalkin",1644,"CW","ME","1",10,6,7,17,1,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Craig Davis",1656,"CW","ME","1",7,3,0,7,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Allan Edwards",1699,"CW","ME","1",3,2,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Mark Hannebery",11024,"CW","ME","1",12,3,5,17,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"Rene Kink",1879,"CW","ME","1",13,3,3,16,1,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Noel Lovell",11118,"CW","ME","1",4,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peter McCormack",1957,"CW","ME","1",4,2,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Geoff Miles",1396,"CW","ME","1",1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Bill Picken",2076,"CW","ME","1",8,4,10,18,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
"Michael Richardson",1354,"CW","ME","1",15,4,5,20,1,3,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Derek Shaw",2162,"CW","ME","1",15,6,4,19,0,0,23,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0
"Gary Shaw",11206,"CW","ME","1",10,2,4,14,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Tony Shaw",1166,"CW","ME","1",20,7,5,25,1,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"Michael Taylor",2207,"CW","ME","1",12,1,4,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Phil Walsh",2251,"CW","ME","1",12,4,8,20,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"Mark Weideman",11119,"CW","ME","1",6,2,0,6,5,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
"Mark Williams",2281,"CW","ME","1",16,6,6,22,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0
"Gary Ayres",1257,"HW","FI","1",14,1,6,20,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"Dermott Brereton",234,"HW","FI","1",13,6,4,17,1,2,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"Gary Buckenara",1387,"HW","FI","1",17,9,5,22,2,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Michael Byrne",1575,"HW","FI","1",4,1,11,15,1,0,15,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
"Rodney Eade",1694,"HW","FI","1",15,2,6,21,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Russell Greene",1767,"HW","FI","1",9,2,6,15,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"Ken Judge",1860,"HW","FI","1",9,5,4,13,3,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"John Kennedy",1351,"HW","FI","1",12,3,12,24,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0
"Richard Loveridge",1928,"HW","FI","1",10,0,4,14,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
"Chris Mew",1326,"HW","FI","1",11,2,5,16,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"Michael Moncrieff",1998,"HW","FI","1",8,6,2,10,7,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Kelvin Moore",1999,"HW","FI","1",15,13,10,25,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"David OHalloran",2041,"HW","FI","1",6,3,8,14,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"Ian Paton",2061,"HW","FI","1",5,3,9,14,1,0,23,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
"Colin Robertson",2123,"HW","FI","1",2,0,4,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Peter Russo",2135,"HW","FI","1",11,1,5,16,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
"Peter Schwab",1360,"HW","FI","1",12,4,4,16,2,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"Michael Tuck",1319,"HW","FI","1",15,4,4,19,2,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"Scott Wade",11110,"HW","FI","1",1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Terry Wallace",1371,"HW","FI","1",14,2,10,24,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Leigh Carlson",1583,"FI","HW","1",12,1,5,17,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0
"Scott Clayton",1357,"FI","HW","1",11,1,1,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Mick Conlan",1621,"FI","HW","1",6,2,0,6,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Peter Francis",1739,"FI","HW","1",6,1,2,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Brett Grimley",11196,"FI","HW","1",6,3,3,9,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Leon Harris",1791,"FI","HW","1",16,1,4,20,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Graeme Hinchen",1810,"FI","HW","1",6,1,4,10,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Grant Lawrie",1339,"FI","HW","1",10,6,7,17,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"Bill Lokan",1925,"FI","HW","1",7,0,1,8,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"David McMahon",1980,"FI","HW","1",16,7,3,19,3,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
"Lee Murnane",2020,"FI","HW","1",15,2,5,20,0,3,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"Les Parish",2058,"FI","HW","1",9,2,3,12,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"Gary Pert",210,"FI","HW","1",8,1,0,8,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
"Michael Poynton",2081,"FI","HW","1",4,1,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Bernie Quinlan",2091,"FI","HW","1",9,7,4,13,5,2,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"Matthew Rendell",1347,"FI","HW","1",16,7,3,19,0,0,36,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0
"Paul Roos",985,"FI","HW","1",7,3,3,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Garry Sidebottom",2168,"FI","HW","1",12,3,4,16,4,0,8,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0
"Ross Thornton",2219,"FI","HW","1",8,1,1,9,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"Garry Wilson",2274,"FI","HW","1",8,2,10,18,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
"Ross Christensen",11146,"WB","GE","1",2,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brian Cordy",1625,"WB","GE","1",11,4,5,16,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"Neil Cordy",1288,"WB","GE","1",13,7,5,18,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Jim Edmond",1698,"WB","GE","1",17,9,8,25,3,0,2,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
"Mick Egan",1701,"WB","GE","1",9,1,6,15,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Robert Groenewegen",1769,"WB","GE","1",4,0,3,7,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Chris Hansen",1782,"WB","GE","1",9,4,3,12,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
"Doug Hawkins",380,"WB","GE","1",9,1,8,17,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"Mark Kellett",1869,"WB","GE","1",13,11,9,22,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"Rick Kennedy",1871,"WB","GE","1",8,1,5,13,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0
"Terry Love",11150,"WB","GE","1",5,0,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stephen Lunn",11065,"WB","GE","1",11,5,3,14,1,2,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0
"Brian Perrin",2067,"WB","GE","1",8,5,12,20,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Andrew Purser",2088,"WB","GE","1",8,5,7,15,1,0,20,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"Brian Royal",1277,"WB","GE","1",18,4,3,21,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Robert Semmens",11098,"WB","GE","1",6,2,1,7,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Jim Sewell",2157,"WB","GE","1",7,3,5,12,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"John Taylor",11195,"WB","GE","1",4,0,2,6,1,0,5,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"Stephen Wallis",413,"WB","GE","1",15,4,10,25,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
"Ian Williams",2282,"WB","GE","1",12,5,4,16,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Andrew Bews",94,"GE","WB","1",7,0,2,9,1,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
"Rod Blake",1533,"GE","WB","1",12,5,0,12,4,2,8,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
"Terry Bright",1551,"GE","WB","1",7,4,3,10,3,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Ray Card",1588,"GE","WB","1",0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Damian Drum",1683,"GE","WB","1",3,1,3,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"Peter Featherby",1714,"GE","WB","1",24,6,5,29,1,1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0
"Peter Johnston",1851,"GE","WB","1",10,9,6,16,1,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
"Michael Kol",1900,"GE","WB","1",11,0,0,11,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Denis Lenaghan",1919,"GE","WB","1",13,0,2,15,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Gary Malarkey",1936,"GE","WB","1",2,3,3,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"John Mossop",2008,"GE","WB","1",5,5,4,9,0,1,19,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0
"Bruce Nankervis",2022,"GE","WB","1",12,5,3,15,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
"Ian Nankervis",2023,"GE","WB","1",8,4,3,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Robert Neal",2026,"GE","WB","1",13,1,4,17,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0
"David OKeeffe",2045,"GE","WB","1",19,8,2,21,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"Brian Peake",2063,"GE","WB","1",16,11,5,21,1,3,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
"Bernard Toohey",1313,"GE","WB","1",8,1,4,12,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
"Murray Witcombe",2288,"GE","WB","1",4,1,7,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Mark Yeates",2298,"GE","WB","1",11,4,8,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Peter Zychla",11162,"GE","WB","1",9,2,1,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Bruce Abernethy",1475,"NM","SK","1",22,5,7,29,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0
"Graeme Atkins",1494,"NM","SK","1",11,1,6,17,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Arnold Briedis",1553,"NM","SK","1",5,2,2,7,3,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
"Kevin Bryant",1563,"NM","SK","1",7,5,2,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Gary Cowton",1630,"NM","SK","1",13,2,4,17,1,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0
"Andrew Demetriou",1668,"NM","SK","1",17,4,4,21,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"Gary Dempsey",1667,"NM","SK","1",7,5,1,8,0,0,21,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0
"David Dench",1669,"NM","SK","1",6,2,3,9,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0
"Tony Furey",1743,"NM","SK","1",8,3,3,11,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"Ross Glendinning",1757,"NM","SK","1",18,7,12,30,1,0,4,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
"Keith Greig",1765,"NM","SK","1",11,0,4,15,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Kym Hodgeman",1812,"NM","SK","1",9,2,3,12,2,3,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
"Peter Jonas",1856,"NM","SK","1",5,2,4,9,2,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
"Phil Kelly",1868,"NM","SK","1",7,2,7,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Jim Krakouer",1389,"NM","SK","1",1,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phil Krakouer",1906,"NM","SK","1",11,1,6,17,2,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"John Law",1390,"NM","SK","1",9,1,0,9,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
"Stephen McCann",1956,"NM","SK","1",8,3,6,14,1,0,8,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Brad Nimmo",11120,"NM","SK","1",7,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wayne Schimmelbusch",2145,"NM","SK","1",11,3,6,17,1,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
"Trevor Barker",1511,"SK","NM","1",18,6,6,24,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
"Greg Burns",1570,"SK","NM","1",10,4,1,11,1,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
"Max Crow",1638,"SK","NM","1",7,3,3,10,0,0,11,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
"Geoff Cunningham",1391,"SK","NM","1",8,6,13,21,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"Robert Elphinstone",1706,"SK","NM","1",20,7,3,23,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Geoff Fidler",1718,"SK","NM","1",6,1,0,6,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Mark Jackson",1834,"SK","NM","1",7,2,0,7,4,2,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0
"Peter Kiel",1877,"SK","NM","1",9,1,14,23,1,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"Greg Lane",11181,"SK","NM","1",15,0,0,15,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"Robert Mace",1932,"SK","NM","1",12,5,4,16,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0
"Simon Meehan",11036,"SK","NM","1",14,2,3,17,0,2,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0
"Michael Nettlefold",10996,"SK","NM","1",9,3,7,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Gary Odgers",2048,"SK","NM","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Simon ODonnell",11132,"SK","NM","1",7,4,4,11,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Rod Owen",1278,"SK","NM","1",9,4,4,13,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Greg Packham",11133,"SK","NM","1",6,0,8,14,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Michael Roberts",1899,"SK","NM","1",19,4,2,21,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0
"Jeff Sarau",2140,"SK","NM","1",9,3,5,14,0,0,13,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0
"Mark Scott",2149,"SK","NM","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Grant Thomas",2218,"SK","NM","1",9,1,1,10,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"David Ackerly",1478,"SY","ES","1",15,8,9,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Craig Braddy",11059,"SY","ES","1",8,5,2,10,4,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Mark Browning",1557,"SY","ES","1",11,3,5,16,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Dennis Carroll",1268,"SY","ES","1",5,0,2,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
