"Player","ID","Team","Opponent","Round","Kicks","Marks","Hand Balls","Disp","Goals","Behinds","Hit Outs","Tackles","Rebounds","Inside 50","Clearances","Clangers","Frees For","Frees Against","Brownlow","Uncontested Possessions","Contested Possessions","Contested Marks","Marks Inside 50","One Percenters","Bounces","Goal Assists","% Time Played"
"Nathan Chapman",121,"BB","NM","1",12,2,0,12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Matthew Clarke",78,"BB","NM","1",4,3,3,7,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Troy Clarke",1181,"BB","NM","1",13,3,12,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adrian Fletcher",101,"BB","NM","1",9,1,6,15,1,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"John Gastev",1180,"BB","NM","1",10,3,13,23,0,1,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Ashley Green",3992,"BB","NM","1",3,1,1,4,0,0,0,3,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0
"Shaun Hart",111,"BB","NM","1",17,6,9,26,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Matthew Kennedy",117,"BB","NM","1",10,2,3,13,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Justin Leppitsch",98,"BB","NM","1",9,3,4,13,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Martin Leslie",124,"BB","NM","1",15,4,3,18,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Scott McIvor",108,"BB","NM","1",9,4,5,14,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Roger Merrett",107,"BB","NM","1",8,6,3,11,6,1,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
"Danny Noonan",1282,"BB","NM","1",13,3,11,24,1,1,0,2,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0
"Michael Voss",102,"BB","NM","1",8,6,11,19,4,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Darryl White",114,"BB","NM","1",5,3,6,11,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tom Alvin",1178,"CA","FI","1",13,1,2,15,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Mark Athorn",1324,"CA","FI","1",9,7,7,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Craig Bradley",151,"CA","FI","1",13,4,10,23,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Fraser Brown",147,"CA","FI","1",12,7,7,19,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Andrew Cavedon",391,"CA","FI","1",1,0,1,2,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Ron De Iulio",162,"CA","FI","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peter Dean",139,"CA","FI","1",8,3,4,12,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Jon Dorotich",1265,"CA","FI","1",3,0,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Adrian Gleeson",152,"CA","FI","1",9,1,8,17,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Mil Hanna",146,"CA","FI","1",11,2,4,15,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Brent Heaver",164,"CA","FI","1",17,0,4,21,4,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"Stephen Kernahan",148,"CA","FI","1",11,9,6,17,4,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Anthony Koutoufides",144,"CA","FI","1",6,4,5,11,1,3,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Andrew McKay",140,"CA","FI","1",8,2,9,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Michael Sexton",137,"CA","FI","1",5,3,4,9,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Stephen Silvagni",136,"CA","FI","1",9,3,12,21,0,0,0,3,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
"Earl Spalding",145,"CA","FI","1",4,3,6,10,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Scott Spalding",4000,"CA","FI","1",5,3,5,10,0,1,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"Rohan Welsh",169,"CA","FI","1",10,10,7,17,4,0,3,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
"Greg Williams",142,"CA","FI","1",17,6,15,32,1,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
"Matt Armstrong",763,"FI","CA","1",18,7,9,27,1,3,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0
"Jason Baldwin",377,"FI","CA","1",16,4,2,18,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"Paul Broderick",872,"FI","CA","1",9,4,14,23,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peter Caven",38,"FI","CA","1",5,2,7,12,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Brad Davis",4008,"FI","CA","1",0,1,1,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Matthew Dundas",884,"FI","CA","1",19,5,6,25,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Michael Dunstan",1046,"FI","CA","1",9,4,1,10,3,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Jamie Elliott",882,"FI","CA","1",10,1,4,14,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Michael Gale",863,"FI","CA","1",7,3,5,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Jeremy Guard",394,"FI","CA","1",11,4,6,17,0,1,0,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Alastair Lynch",104,"FI","CA","1",15,9,6,21,1,1,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
"Ashley Matthews",4006,"FI","CA","1",9,5,4,13,0,0,7,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Paul Morrish",4007,"FI","CA","1",4,3,4,8,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Paul Roos",985,"FI","CA","1",14,7,8,22,1,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Peter Sartori",1171,"FI","CA","1",7,3,1,8,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Marcus Seecamp",698,"FI","CA","1",5,4,8,13,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Brett Stephens",1267,"FI","CA","1",11,4,11,22,1,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"Darren Wheildon",1169,"FI","CA","1",11,6,8,19,3,4,1,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
"Jim Wynd",1174,"FI","CA","1",17,1,5,22,1,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"Mark Zanotti",371,"FI","CA","1",9,3,3,12,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Ben Allan",481,"HW","ME","1",21,3,2,23,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Gary Ayres",1257,"HW","ME","1",7,2,6,13,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"Darren Baxter",1164,"HW","ME","1",13,3,0,13,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Andrew Collins",625,"HW","ME","1",7,1,3,10,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"Anthony Condon",635,"HW","ME","1",19,7,11,30,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"Shane Crawford",633,"HW","ME","1",13,8,6,19,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Greg Dear",871,"HW","ME","1",8,5,5,13,0,0,9,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0
"Paul Dear",641,"HW","ME","1",7,6,6,13,0,0,5,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"Jason Dunstall",632,"HW","ME","1",9,6,1,10,3,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Andrew Gowers",96,"HW","ME","1",15,14,4,19,2,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"Tony Hall",13,"HW","ME","1",15,9,12,27,1,0,0,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
"Paul Hudson",451,"HW","ME","1",17,11,5,22,2,4,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Darren Jarman",36,"HW","ME","1",7,3,6,13,2,1,0,4,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Ray Jencke",629,"HW","ME","1",11,2,5,16,0,1,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0
"Chris Langford",639,"HW","ME","1",9,4,4,13,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
"Stephen Lawrence",634,"HW","ME","1",2,1,4,6,0,0,8,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
"Ricky Nixon",4015,"HW","ME","1",9,7,8,17,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"John Platten",636,"HW","ME","1",15,2,8,23,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Darrin Pritchard",630,"HW","ME","1",21,5,9,30,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Jason Taylor",254,"HW","ME","1",4,1,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Sean Charles",183,"ME","HW","1",8,1,3,11,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Matthew Febey",691,"ME","HW","1",13,8,8,21,1,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
"Steven Febey",690,"ME","HW","1",16,6,6,22,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"Phil Gilbert",476,"ME","HW","1",5,2,3,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Greg Healy",1408,"ME","HW","1",15,6,5,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Allen Jakovich",449,"ME","HW","1",3,1,0,3,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Andy Lovell",708,"ME","HW","1",14,2,10,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Brett Lovett",706,"ME","HW","1",15,8,17,32,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Glenn Lovett",692,"ME","HW","1",20,12,6,26,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"Garry Lyon",695,"ME","HW","1",5,1,2,7,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
"David Neitz",689,"ME","HW","1",5,2,5,10,0,0,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"Michael Pickering",1259,"ME","HW","1",5,3,4,9,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Martin Pike",373,"ME","HW","1",10,2,7,17,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Haydn Robins",1198,"ME","HW","1",11,5,7,18,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0
"Peter Rohde",710,"ME","HW","1",15,4,8,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"David Schwarz",713,"ME","HW","1",6,5,3,9,0,1,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"Steven Stretch",392,"ME","HW","1",20,3,8,28,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Jim Stynes",702,"ME","HW","1",19,8,5,24,0,0,10,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0
"Stephen Tingay",693,"ME","HW","1",14,4,3,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Todd Viney",700,"ME","HW","1",2,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dean Anderson",923,"SK","GE","1",11,3,3,14,1,0,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Mark Arceri",1307,"SK","GE","1",8,1,4,12,3,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"Lawrence Bingham",1252,"SK","GE","1",4,4,3,7,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Darren Bourke",934,"SK","GE","1",15,4,5,20,0,2,0,7,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
"Nathan Burke",919,"SK","GE","1",19,5,8,27,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Craig Devonport",170,"SK","GE","1",18,7,1,19,2,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Peter Everitt",922,"SK","GE","1",12,6,5,17,1,1,12,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Danny Frawley",918,"SK","GE","1",5,2,5,10,1,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Robert Harvey",930,"SK","GE","1",23,4,7,30,2,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Chris Hollow",932,"SK","GE","1",2,0,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Stewart Loewe",927,"SK","GE","1",9,5,3,12,1,2,4,4,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0
"Gilbert McAdam",113,"SK","GE","1",16,8,7,23,2,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Russell Morris",1188,"SK","GE","1",14,8,6,20,1,2,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"Justin Peckett",921,"SK","GE","1",9,3,9,18,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Tim Pekin",937,"SK","GE","1",10,5,3,13,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Sean Ralphsmith",1247,"SK","GE","1",2,1,4,6,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Jamie Shanahan",735,"SK","GE","1",5,2,0,5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Kain Taylor",1190,"SK","GE","1",14,4,6,20,0,0,0,5,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
"Nicky Winmar",461,"SK","GE","1",22,8,5,27,1,1,1,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"Chris Wittman",1317,"SK","GE","1",4,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"John Barnes",360,"GE","SK","1",8,8,7,15,0,0,20,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Andrew Bews",94,"GE","SK","1",7,1,5,12,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Bill Brownless",564,"GE","SK","1",4,4,6,10,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
"Paul Couch",565,"GE","SK","1",11,1,6,17,0,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"Darren Forssman",1202,"GE","SK","1",12,2,4,16,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Steven Handley",581,"GE","SK","1",12,7,3,15,2,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Adrian Hickmott",166,"GE","SK","1",6,1,4,10,0,1,0,3,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0
"Ken Hinkley",559,"GE","SK","1",14,2,3,17,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Garry Hocking",577,"GE","SK","1",15,1,6,21,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Steve Hocking",1200,"GE","SK","1",5,1,6,11,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Michael Mansfield",198,"GE","SK","1",8,3,4,12,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
"Tim McGrath",558,"GE","SK","1",15,2,4,19,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
"David Mensch",566,"GE","SK","1",5,4,2,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mark Neeld",880,"GE","SK","1",4,1,3,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Peter Riccardi",560,"GE","SK","1",11,0,8,19,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Robert Scott",768,"GE","SK","1",15,1,5,20,4,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Sean Simpson",563,"GE","SK","1",11,3,4,15,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"Darren Steele",1236,"GE","SK","1",13,2,3,16,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
"Barry Stoneham",584,"GE","SK","1",8,1,2,10,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"Leigh Willison",1255,"GE","SK","1",10,3,5,15,1,1,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0
"Nathan Bower",875,"RI","AD","1",6,2,6,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Paul Bulluss",879,"RI","AD","1",8,2,6,14,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
"Wayne Campbell",869,"RI","AD","1",15,7,10,25,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Simon Eishold",1336,"RI","AD","1",10,4,5,15,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Tony Free",858,"RI","AD","1",13,3,4,17,0,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"Ian Herman",1343,"RI","AD","1",8,0,3,11,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
