"Player","ID","Team","Opponent","Round","Kicks","Marks","Hand Balls","Disp","Goals","Behinds","Hit Outs","Tackles","Rebounds","Inside 50","Clearances","Clangers","Frees For","Frees Against","Brownlow","Uncontested Possessions","Contested Possessions","Contested Marks","Marks Inside 50","One Percenters","Bounces","Goal Assists","% Time Played"
"Bruce Abernethy",1475,"CW","ES","1",19,5,3,22,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Ricky Barham",1510,"CW","ES","1",7,1,3,10,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Tony Burgess",11289,"CW","ES","1",13,3,0,13,1,1,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
"Greg Daniels",11327,"CW","ES","1",3,2,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Wes Fellowes",1715,"CW","ES","1",2,1,4,6,0,0,8,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Michael Gayfer",4003,"CW","ES","1",6,1,6,12,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Brett Gloury",11329,"CW","ES","1",2,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"James Manson",395,"CW","ES","1",4,2,6,10,0,1,11,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"Ron McKeown",1285,"CW","ES","1",5,3,2,7,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Darren Millane",1292,"CW","ES","1",16,6,8,24,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Shane Morwood",1254,"CW","ES","1",5,3,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Greg Phillips",2074,"CW","ES","1",9,4,6,15,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
"Bill Picken",2076,"CW","ES","1",6,2,1,7,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Geoff Raines",2092,"CW","ES","1",9,3,7,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
