"Player","ID","Team","Opponent","Round","Kicks","Marks","Hand Balls","Disp","Goals","Behinds","Hit Outs","Tackles","Rebounds","Inside 50","Clearances","Clangers","Frees For","Frees Against","Brownlow","Uncontested Possessions","Contested Possessions","Contested Marks","Marks Inside 50","One Percenters","Bounces","Goal Assists","% Time Played"
"Rodney Ashman",1492,"CA","CW","1",23,6,7,30,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Rod Austin",1496,"CA","CW","1",8,1,3,11,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"Peter Brown",10889,"CA","CW","1",3,1,1,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Jim Buckley",1564,"CA","CW","1",10,2,2,12,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"Vin Catoggio",1592,"CA","CW","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bruce Doull",1680,"CA","CW","1",11,4,9,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Mike Fitzpatrick",1722,"CA","CW","1",16,12,9,25,2,1,18,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0
"Peter Francis",1739,"CA","CW","1",13,2,4,17,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
"Kevin Heath",1801,"CA","CW","1",8,5,3,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Wayne Johnston",1849,"CA","CW","1",18,9,5,23,7,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Warren Jones",1855,"CA","CW","1",6,2,2,8,2,0,14,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0
"Robbert Klomp",1881,"CA","CW","1",5,5,6,11,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Mark MacLure",1931,"CA","CW","1",7,7,6,13,1,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0
"Alan Mangels",1939,"CA","CW","1",17,2,4,21,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"Alex Marcou",1946,"CA","CW","1",9,1,2,11,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0
"Phil Maylin",1951,"CA","CW","1",16,4,3,19,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
