"Player","ID","Team","Opponent","Round","Kicks","Marks","Hand Balls","Disp","Goals","Behinds","Hit Outs","Tackles","Rebounds","Inside 50","Clearances","Clangers","Frees For","Frees Against","Brownlow","Uncontested Possessions","Contested Possessions","Contested Marks","Marks Inside 50","One Percenters","Bounces","Goal Assists","% Time Played"
"Fraser Murphy",2021,"CA","HW","1",9,4,9,18,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Mark Naley",1334,"CA","HW","1",15,2,8,23,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Brad Shine",2166,"CA","HW","1",16,5,4,20,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Stephen Silvagni",136,"CA","HW","1",11,2,1,12,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"David Ackerly",1478,"NM","ES","1",4,2,3,7,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"Brett Allison",770,"NM","ES","1",7,2,7,14,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Mark Arceri",1307,"NM","ES","1",14,4,6,20,2,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"Darren Crocker",781,"NM","ES","1",12,2,4,16,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Ian Fairley",778,"NM","ES","1",5,3,1,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Peter German",1228,"NM","ES","1",19,3,8,27,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"Darren Harris",1388,"NM","ES","1",11,2,3,14,0,0,1,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0
"Mark Hepburn",1222,"NM","ES","1",11,3,1,12,2,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
"John Holt",1815,"NM","ES","1",8,0,2,10,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Kevin Hughes",11390,"NM","ES","1",6,3,9,15,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Jim Krakouer",1389,"NM","ES","1",10,2,3,13,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Phil Krakouer",1906,"NM","ES","1",9,1,7,16,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"John Law",1390,"NM","ES","1",12,2,1,13,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"Mark Lisle",1922,"NM","ES","1",7,6,4,11,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Donald McDonald",1961,"NM","ES","1",2,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Dean McRae",986,"NM","ES","1",5,2,3,8,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Michael Murphy",3993,"NM","ES","1",5,3,4,9,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Michael Passmore",11211,"NM","ES","1",5,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wayne Schwass",764,"NM","ES","1",6,0,0,6,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Darren Steele",1236,"NM","ES","1",12,2,4,16,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
"Greg Anderson",24,"ES","NM","1",6,3,6,12,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"John Barnes",360,"ES","NM","1",7,4,2,9,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Darren Bewick",311,"ES","NM","1",17,2,7,24,1,1,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Anthony Daniher",1238,"ES","NM","1",14,4,8,22,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
"Terry Daniher",1311,"ES","NM","1",15,6,4,19,2,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Bill Duckworth",1405,"ES","NM","1",15,2,9,24,1,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0
"Alan Ezard",1301,"ES","NM","1",20,5,6,26,1,2,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"David Flood",330,"ES","NM","1",10,6,8,18,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Garry Foulds",1736,"ES","NM","1",14,3,7,21,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Paul Hamilton",1344,"ES","NM","1",5,1,9,14,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Mark Harvey",321,"ES","NM","1",17,5,7,24,3,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Glenn Hawker",1355,"ES","NM","1",16,3,12,28,1,1,0,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0
"David Johnston",1173,"ES","NM","1",14,5,5,19,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Simon Madden",1302,"ES","NM","1",10,9,5,15,2,0,21,1,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0
"Andrew Merryweather",11156,"ES","NM","1",7,0,3,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Andrew Rogers",1325,"ES","NM","1",7,2,6,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paul Salmon",314,"ES","NM","1",10,6,4,14,7,0,8,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0
"David Sullivan",11323,"ES","NM","1",7,1,2,9,2,0,0,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
"Kevin Walsh",1392,"ES","NM","1",1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Darren Williams",1372,"ES","NM","1",16,4,7,23,2,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
"Michael Brennan",1035,"WC","GE","1",10,2,1,11,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"John Gastev",1180,"WC","GE","1",7,3,3,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Ross Glendinning",1757,"WC","GE","1",14,10,3,17,2,8,1,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"David Hart",1041,"WC","GE","1",13,4,2,15,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Alex Ishchenko",771,"WC","GE","1",8,11,6,14,0,0,13,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0
"Dwayne Lamb",1232,"WC","GE","1",19,5,8,27,1,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0
"Karl Langdon",1047,"WC","GE","1",9,3,2,11,1,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Andrew Lockyer",11342,"WC","GE","1",6,1,0,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Chris Mainwaring",1029,"WC","GE","1",17,3,0,17,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Stephen Malaxos",1370,"WC","GE","1",19,4,11,30,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Guy McKenna",1032,"WC","GE","1",7,6,9,16,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Geoff Miles",1396,"WC","GE","1",10,7,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michael OConnell",2047,"WC","GE","1",14,10,3,17,5,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Paul Peos",1048,"WC","GE","1",15,8,6,21,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Murray Rance",2096,"WC","GE","1",13,4,8,21,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
"Phil Scott",1369,"WC","GE","1",10,7,5,15,2,1,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Dean Turner",2232,"WC","GE","1",9,5,4,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"John Worsfold",1037,"WC","GE","1",21,7,4,25,0,0,1,2,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0
"Murray Wrensted",1382,"WC","GE","1",11,4,10,21,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Mark Zanotti",371,"WC","GE","1",7,4,12,19,0,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
"Gary Ablett",567,"GE","WC","1",12,7,3,15,2,5,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
"Mark Bairstow",1201,"GE","WC","1",18,1,10,28,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Andrew Bews",94,"GE","WC","1",11,4,10,21,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Mark Bos",1537,"GE","WC","1",15,4,2,17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Damian Bourke",109,"GE","WC","1",7,4,3,10,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Neville Bruns",1287,"GE","WC","1",12,2,4,16,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"David Cameron",1321,"GE","WC","1",9,2,5,14,2,3,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Paul Couch",565,"GE","WC","1",21,8,7,28,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Tim Darcy",320,"GE","WC","1",7,9,12,19,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Sean Denham",319,"GE","WC","1",3,2,7,10,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Darren Flanigan",1348,"GE","WC","1",13,8,5,18,0,0,9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Steve Hocking",1200,"GE","WC","1",11,2,7,18,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
"Bruce Lindner",1921,"GE","WC","1",11,8,2,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Darren Morgan",1330,"GE","WC","1",8,1,5,13,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Michael Schulze",1386,"GE","WC","1",4,2,4,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Robert Scott",768,"GE","WC","1",14,2,9,23,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Barry Stoneham",584,"GE","WC","1",7,6,9,16,0,1,2,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
"Darren Troy",1359,"GE","WC","1",9,2,7,16,0,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"Michael Turner",2230,"GE","WC","1",3,2,1,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Mark Yeates",2298,"GE","WC","1",5,2,4,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Peter Banfield",11225,"BB","CW","1",3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Warwick Capper",1578,"BB","CW","1",5,2,2,7,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Darren Carlson",1589,"BB","CW","1",5,1,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"Dale Dickson",11121,"BB","CW","1",7,2,4,11,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Frank Dunell",1690,"BB","CW","1",10,2,1,11,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Rodney Eade",1694,"BB","CW","1",14,4,1,15,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Brad Hardie",1300,"BB","CW","1",9,3,2,11,1,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Ken Judge",1860,"BB","CW","1",14,3,3,17,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Michael Kennedy",1367,"BB","CW","1",8,2,4,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scott McIvor",108,"BB","CW","1",20,6,8,28,1,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"Roger Merrett",107,"BB","CW","1",6,2,5,11,0,0,3,2,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0
"Mark Mickan",1308,"BB","CW","1",12,2,2,14,0,1,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Cameron OBrien",11291,"BB","CW","1",3,2,2,5,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Geoff Raines",2092,"BB","CW","1",18,2,5,23,0,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"Steve Reynoldson",2107,"BB","CW","1",9,5,7,16,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Michael Richardson",1354,"BB","CW","1",11,4,3,14,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Mark Roberts",767,"BB","CW","1",10,1,4,14,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Phil Walsh",2251,"BB","CW","1",19,8,7,26,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Mark Williams",2281,"BB","CW","1",14,5,3,17,0,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"Mark Withers",1342,"BB","CW","1",25,4,9,34,2,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0
"Graeme Atkins",1494,"CW","BB","1",8,0,4,12,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Doug Barwick",1373,"CW","BB","1",12,5,5,17,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Gavin Brown",216,"CW","BB","1",4,0,3,7,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"Michael Christian",229,"CW","BB","1",8,2,4,12,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"David Cloke",1286,"CW","BB","1",5,2,1,6,0,1,6,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"Jason Croall",11374,"CW","BB","1",3,1,7,10,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Gavin Crosisca",212,"CW","BB","1",7,1,8,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peter Daicos",1253,"CW","BB","1",6,1,6,12,1,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Paul Hawke",1415,"CW","BB","1",12,2,8,20,2,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"Shane Kerrison",230,"CW","BB","1",10,1,2,12,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"James Manson",395,"CW","BB","1",4,6,5,9,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mick McGuane",174,"CW","BB","1",17,8,2,19,1,1,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Darren Millane",1292,"CW","BB","1",15,1,2,17,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Shane Morwood",1254,"CW","BB","1",4,0,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"David Robertson",1381,"CW","BB","1",12,3,9,21,1,1,0,2,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0
"Matthew Ryan",2137,"CW","BB","1",9,2,2,11,1,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"Tony Shaw",1166,"CW","BB","1",24,7,10,34,0,1,1,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
"Craig Starcevich",105,"CW","BB","1",12,3,3,15,0,2,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Jamie Turner",1284,"CW","BB","1",18,4,1,19,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Graham Wright",235,"CW","BB","1",8,4,5,13,2,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
"Nathan Burke",919,"SK","FI","1",17,6,5,22,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Greg Burns",1570,"SK","FI","1",8,2,6,14,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Frank Coghlan",1609,"SK","FI","1",12,2,12,24,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Geoff Cunningham",1391,"SK","FI","1",9,4,7,16,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Robert Elphinstone",1706,"SK","FI","1",18,6,9,27,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Danny Frawley",918,"SK","FI","1",13,5,5,18,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"Bradley Gotch",1410,"SK","FI","1",21,1,10,31,1,1,0,1,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0
"David Grant",716,"SK","FI","1",10,3,5,15,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Russell Jeffrey",1338,"SK","FI","1",2,2,2,4,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Bob Jones",1857,"SK","FI","1",6,7,9,15,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Warren Jones",1855,"SK","FI","1",3,1,4,7,1,0,13,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Tony Lockett",990,"SK","FI","1",7,4,1,8,4,2,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Stewart Loewe",927,"SK","FI","1",6,9,7,13,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Robert Neal",2026,"SK","FI","1",11,3,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rod Owen",1278,"SK","FI","1",9,1,0,9,3,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"John Peter-Budge",11303,"SK","FI","1",8,2,4,12,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Dean Rice",158,"SK","FI","1",12,5,1,13,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"Ken Sheldon",1411,"SK","FI","1",14,5,8,22,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Steve Turner",2233,"SK","FI","1",6,4,1,7,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Nicky Winmar",461,"SK","FI","1",14,4,4,18,3,3,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"Matt Armstrong",763,"FI","SK","1",20,3,6,26,3,4,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Terry Board",11413,"FI","SK","1",8,3,9,17,0,0,0,3,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0
"Robert Bolzon",11360,"FI","SK","1",17,2,5,22,2,0,0,1,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0
"Tony Carafa",11361,"FI","SK","1",4,1,4,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Mick Conlan",1621,"FI","SK","1",16,4,4,20,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Michael Gale",863,"FI","SK","1",9,5,14,23,0,2,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Leon Harris",1791,"FI","SK","1",17,2,17,34,2,1,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"John Ironmonger",1322,"FI","SK","1",2,0,5,7,0,0,16,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"Darren Kappler",650,"FI","SK","1",20,4,5,25,0,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"Gary Keane",1862,"FI","SK","1",11,4,4,15,4,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Grant Lawrie",1339,"FI","SK","1",8,1,6,14,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Bill Lokan",1925,"FI","SK","1",10,0,2,12,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Ross Lyon",103,"FI","SK","1",3,1,3,6,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Richard Osborne",253,"FI","SK","1",8,4,1,9,5,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
"Tim Pekin",937,"FI","SK","1",11,3,2,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gary Pert",210,"FI","SK","1",9,3,1,10,0,0,0,4,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0
"Paul Roos",985,"FI","SK","1",19,7,4,23,4,2,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
"Jamie Shaw",11364,"FI","SK","1",3,2,1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Brett Stephens",1267,"FI","SK","1",10,2,10,20,0,0,1,3,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
"Mark Trewella",11367,"FI","SK","1",8,1,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mark Bayes",988,"SY","WB","1",6,1,3,9,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"David Bolton",1535,"SY","WB","1",6,1,7,13,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"John Brinkkotter",11404,"SY","WB","1",2,1,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dennis Carroll",1268,"SY","WB","1",19,2,2,21,0,0,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Rod Carter",1585,"SY","WB","1",6,2,3,9,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
