"Player","ID","Team","Opponent","Round","Kicks","Marks","Hand Balls","Disp","Goals","Behinds","Hit Outs","Tackles","Rebounds","Inside 50","Clearances","Clangers","Frees For","Frees Against","Brownlow","Uncontested Possessions","Contested Possessions","Contested Marks","Marks Inside 50","One Percenters","Bounces","Goal Assists","% Time Played"
"Ron McGowan",3308,"WB","CW","1",19,5,4,23,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
"Gary Merrington",3346,"WB","CW","1",5,2,1,6,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Clive Newman",10588,"WB","CW","1",2,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Charles Pagnoccolo",3494,"WB","CW","1",12,2,2,14,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Stephen Power",3548,"WB","CW","1",17,3,1,18,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0
"Bernie Quinlan",2091,"WB","CW","1",8,3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Laurie Rippon",3592,"WB","CW","1",6,0,1,7,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Barry Round",2131,"WB","CW","1",11,7,3,14,0,1,6,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0
"Ian Salmon",2422,"WB","CW","1",6,3,2,8,1,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Laurie Sandilands",2423,"WB","CW","1",6,4,0,6,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Ricky Spargo",2450,"WB","CW","1",12,1,4,16,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"David Thorpe",2216,"WB","CW","1",24,10,8,32,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"Peter Welsh",2261,"WB","CW","1",8,5,2,10,0,0,4,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0
"Geoff Angus",2313,"HW","ES","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ian Bremner",2322,"HW","ES","1",9,2,5,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Norm Bussell",2622,"HW","ES","1",17,2,2,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"Gene Chiron",10545,"HW","ES","1",10,3,0,10,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"Peter Crimmins",1636,"HW","ES","1",25,1,2,27,1,2,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0
"Charlie Grummisch",1770,"HW","ES","1",17,9,8,25,0,0,2,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0
"Les Hawken",3020,"HW","ES","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kevin Heath",1801,"HW","ES","1",27,10,2,29,3,2,2,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0
"Peter Hudson",1822,"HW","ES","1",11,6,2,13,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bob Keddie",2373,"HW","ES","1",16,6,0,16,1,4,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0
"Peter Knights",1882,"HW","ES","1",11,4,0,11,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Alan Martello",1944,"HW","ES","1",16,3,2,18,0,1,5,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0
"Leigh Matthews",1949,"HW","ES","1",18,8,1,19,2,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"Des Meagher",1981,"HW","ES","1",13,1,4,17,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0
"Kelvin Moore",1999,"HW","ES","1",12,6,1,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"David Parkin",2055,"HW","ES","1",16,5,0,16,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"Michael Porter",3544,"HW","ES","1",16,8,0,16,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Don Scott",2147,"HW","ES","1",18,6,8,26,0,0,8,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0
"Geoff Smith",3718,"HW","ES","1",11,4,5,16,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"Ron Stubbs",10546,"HW","ES","1",4,0,2,6,0,0,11,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Geoff Blethyn",2319,"ES","HW","1",7,3,0,7,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"Peter Daniel",1645,"ES","HW","1",7,2,3,10,1,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
"Barry Davis",1654,"ES","HW","1",25,12,1,26,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
"John Ellis",2838,"ES","HW","1",12,4,2,14,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0
"Neville Fields",1719,"ES","HW","1",10,2,5,15,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Ken Fletcher",1724,"ES","HW","1",21,6,0,21,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0
"Darryl Gerlach",2926,"ES","HW","1",11,6,1,12,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0
"Gary Grainger",10577,"ES","HW","1",6,2,3,9,0,0,4,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
"Don Gross",2977,"ES","HW","1",19,5,1,20,3,2,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0
"Wayne Headlam",3033,"ES","HW","1",3,2,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rod McFarlane",10651,"ES","HW","1",3,2,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Don McKenzie",1970,"ES","HW","1",11,1,1,12,0,0,12,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0
"Alan Noonan",2030,"ES","HW","1",11,4,2,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Charlie Payne",3514,"ES","HW","1",19,6,3,22,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0
"Ian Payne",3516,"ES","HW","1",14,3,5,19,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0
"Bryan Pirouet",10581,"ES","HW","1",11,3,3,14,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"Graeme Schultz",10652,"ES","HW","1",18,5,2,20,4,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
"Paul Sproule",2431,"ES","HW","1",2,0,2,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Sandy Talbot",10583,"ES","HW","1",7,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"John Williams",2277,"ES","HW","1",16,7,3,19,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Kevin Bartlett",1509,"RI","FI","1",19,2,1,20,6,2,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0
"Colin Beard",2538,"RI","FI","1",6,3,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Graeme Bond",1536,"RI","FI","1",13,1,2,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"Francis Bourke",1539,"RI","FI","1",18,3,1,19,1,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0
"Michael Bowden",2580,"RI","FI","1",1,1,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Ray Boyanich",2583,"RI","FI","1",6,7,7,13,1,0,6,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Billy Brown",2602,"RI","FI","1",10,1,2,12,4,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"Graham Burgin",2619,"RI","FI","1",15,3,0,15,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
"Dick Clay",1603,"RI","FI","1",22,8,1,23,0,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"Roger Dean",2343,"RI","FI","1",18,4,4,22,3,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0
"Mike Green",1766,"RI","FI","1",8,2,4,12,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Royce Hart",2367,"RI","FI","1",15,5,3,18,4,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"Rex Hunt",1825,"RI","FI","1",14,9,4,18,1,0,5,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"Eric Leech",10568,"RI","FI","1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Eric Moore",10309,"RI","FI","1",16,6,1,17,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
"Barry Richardson",2414,"RI","FI","1",12,5,0,12,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"Brian Roberts",2119,"RI","FI","1",8,3,1,9,1,0,6,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"Kevin Sheedy",2163,"RI","FI","1",10,1,1,11,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"Ian Stewart",2193,"RI","FI","1",25,7,2,27,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Geoff Strang",3753,"RI","FI","1",8,4,2,10,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Mike Andrews",2462,"FI","RI","1",14,5,3,17,2,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
"Norm Brown",2603,"FI","RI","1",12,6,2,14,0,0,7,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0
"Russell Crow",2339,"FI","RI","1",5,4,3,8,0,1,22,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0
"Norm Dare",1647,"FI","RI","1",12,3,3,15,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Peter Ellis",10538,"FI","RI","1",2,0,0,2,0,0,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Colin Hobbs",3062,"FI","RI","1",13,1,3,16,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Warwick Irwin",1831,"FI","RI","1",16,6,6,22,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Barry McKenzie",10465,"FI","RI","1",2,2,2,4,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Harvey Merrigan",1984,"FI","RI","1",11,2,0,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"John Murphy",2017,"FI","RI","1",18,4,2,20,3,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"Kevin Murray",2018,"FI","RI","1",13,5,3,16,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"John Newnham",3418,"FI","RI","1",13,2,0,13,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"Barry Padley",2403,"FI","RI","1",4,1,0,4,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"David Rhodes",2412,"FI","RI","1",23,7,2,25,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"Alex Ruscuklic",3643,"FI","RI","1",14,11,5,19,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Doug Searl",2151,"FI","RI","1",9,7,1,10,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Bill Sykes",3762,"FI","RI","1",11,5,2,13,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0
"Alan Thompson",2435,"FI","RI","1",11,1,5,16,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
"David Wall",2249,"FI","RI","1",10,4,0,10,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0
"Noel Zunneberg",3932,"FI","RI","1",12,5,2,14,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Bill Barrot",2524,"SK","GE","1",19,4,0,19,3,4,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0
"John Bonney",2574,"SK","GE","1",14,5,9,23,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Barry Breen",1548,"SK","GE","1",14,6,3,17,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Gary Colling",1617,"SK","GE","1",14,5,1,15,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
"Allan Davis",1655,"SK","GE","1",9,1,3,12,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
"Rod Galt",1746,"SK","GE","1",10,4,1,11,3,2,8,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
"Barry Lawrence",1915,"SK","GE","1",10,2,2,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"John McIntosh",3314,"SK","GE","1",6,3,4,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Bob Murray",2393,"SK","GE","1",9,1,1,10,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"Brian Mynott",2396,"SK","GE","1",11,6,3,14,2,1,16,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"Kevin Neale",2025,"SK","GE","1",11,0,0,11,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
"Jim ODea",2040,"SK","GE","1",12,3,5,17,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0
"Travis Payze",2062,"SK","GE","1",25,11,3,28,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Stephen Rae",3559,"SK","GE","1",16,2,2,18,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Ross Smith",2429,"SK","GE","1",19,4,3,22,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Keith Smythe",10439,"SK","GE","1",3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"John Stephens",10625,"SK","GE","1",9,1,1,10,2,3,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0
"Stephen Theodore",2213,"SK","GE","1",11,2,4,15,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"Stuart Trott",2437,"SK","GE","1",14,4,1,15,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0
"Geoff Ward",10434,"SK","GE","1",6,1,0,6,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"David Clarke",1895,"GE","SK","1",12,6,0,12,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"Wayne Closter",1606,"GE","SK","1",20,5,3,23,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"Tim Colley",10594,"GE","SK","1",2,0,0,2,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"Phil Evans",10595,"GE","SK","1",3,1,0,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"Terry Farman",2863,"GE","SK","1",12,3,1,13,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Bill Goggin",2940,"GE","SK","1",20,2,0,20,1,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
"Ian Hampshire",1778,"GE","SK","1",12,10,3,15,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"David Harris",3017,"GE","SK","1",12,2,0,12,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0
"Chris Mitchell",3369,"GE","SK","1",7,5,2,9,0,0,7,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Ian Nankervis",2023,"GE","SK","1",8,3,0,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Ken Newland",2398,"GE","SK","1",7,6,4,11,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Stewart Palfreyman",3498,"GE","SK","1",2,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Tony Polinelli",3539,"GE","SK","1",16,5,1,17,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
"Gordon Reid",3576,"GE","SK","1",7,0,4,11,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Bill Ryan",2421,"GE","SK","1",13,9,4,17,3,3,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
"John Scarlett",2424,"GE","SK","1",8,3,4,12,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0
"Peter Stephens",10665,"GE","SK","1",2,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Phil Stevens",2432,"GE","SK","1",10,5,2,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Doug Wade",2245,"GE","SK","1",5,1,1,6,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Peter Walker",3842,"GE","SK","1",14,4,4,18,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
"Stan Alves",1485,"ME","SY","1",13,6,7,20,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Ray Biffin",1528,"ME","SY","1",8,3,0,8,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0
"Barry Bourke",1540,"ME","SY","1",14,6,2,16,3,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Lloyd Burgmann",10560,"ME","SY","1",12,4,0,12,3,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
