"Player","ID","Team","Opponent","Round","Kicks","Marks","Hand Balls","Disp","Goals","Behinds","Hit Outs","Tackles","Rebounds","Inside 50","Clearances","Clangers","Frees For","Frees Against","Brownlow","Uncontested Possessions","Contested Possessions","Contested Marks","Marks Inside 50","One Percenters","Bounces","Goal Assists","% Time Played"
"John Annear",1395,"WC","ES","1",11,1,2,13,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0
"Adrian Barich",1513,"WC","ES","1",7,1,2,9,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
"Todd Breman",1280,"WC","ES","1",10,2,2,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Michael Brennan",1035,"WC","ES","1",6,2,3,9,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Joe Cormack",1269,"WC","ES","1",4,1,2,6,0,1,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Shane Ellis",11428,"WC","ES","1",7,1,5,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"David Hart",1041,"WC","ES","1",10,2,3,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Laurie Keene",1414,"WC","ES","1",11,5,2,13,0,0,23,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0
"Karl Langdon",1047,"WC","ES","1",6,4,2,8,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Chris Mainwaring",1029,"WC","ES","1",8,3,2,10,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Stephen Malaxos",1370,"WC","ES","1",18,3,4,22,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Guy McKenna",1032,"WC","ES","1",10,3,11,21,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"Paul Peos",1048,"WC","ES","1",8,6,1,9,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Don Pyke",1045,"WC","ES","1",17,3,4,21,2,1,1,2,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0
"Murray Rance",2096,"WC","ES","1",9,5,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phil Scott",1369,"WC","ES","1",12,8,0,12,7,1,7,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0
"Peter Sumich",1030,"WC","ES","1",9,1,1,10,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Craig Turley",717,"WC","ES","1",12,6,1,13,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Troy Ugle",1272,"WC","ES","1",3,0,3,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"John Worsfold",1037,"WC","ES","1",10,5,3,13,1,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0
"Greg Anderson",24,"ES","WC","1",23,12,9,32,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
"Tony Antrobus",1376,"ES","WC","1",11,2,2,13,2,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"Darren Bewick",311,"ES","WC","1",6,0,4,10,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Ed Considine",987,"ES","WC","1",9,5,2,11,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Anthony Daniher",1238,"ES","WC","1",6,1,4,10,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Terry Daniher",1311,"ES","WC","1",14,6,4,18,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Alan Ezard",1301,"ES","WC","1",11,2,4,15,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Garry Foulds",1736,"ES","WC","1",17,7,1,18,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
