"Player","ID","Team","Opponent","Round","Kicks","Marks","Hand Balls","Disp","Goals","Behinds","Hit Outs","Tackles","Rebounds","Inside 50","Clearances","Clangers","Frees For","Frees Against","Brownlow","Uncontested Possessions","Contested Possessions","Contested Marks","Marks Inside 50","One Percenters","Bounces","Goal Assists","% Time Played"
"Ben Allan",481,"HW","GE","1",15,4,3,18,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Dean Anderson",923,"HW","GE","1",5,0,3,8,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Gary Ayres",1257,"HW","GE","1",10,4,4,14,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"Andrew Collins",625,"HW","GE","1",10,4,2,12,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Paul Cooper",627,"HW","GE","1",6,0,3,9,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Greg Dear",871,"HW","GE","1",4,1,0,4,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Paul Dear",641,"HW","GE","1",9,2,4,13,0,0,6,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Jason Dunstall",632,"HW","GE","1",17,10,1,18,12,4,0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
"Andrew Gowers",96,"HW","GE","1",9,5,5,14,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Tony Hall",13,"HW","GE","1",11,5,2,13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Paul Hudson",451,"HW","GE","1",7,3,3,10,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Darren Jarman",36,"HW","GE","1",13,3,10,23,1,0,0,2,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0
"Ray Jencke",629,"HW","GE","1",8,3,3,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chris Langford",639,"HW","GE","1",4,1,1,5,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Greg Madigan",499,"HW","GE","1",5,4,3,8,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"Alex McDonald",243,"HW","GE","1",7,1,0,7,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"James Morrissey",1306,"HW","GE","1",12,2,5,17,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"John Platten",636,"HW","GE","1",19,3,2,21,1,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
"Darrin Pritchard",630,"HW","GE","1",16,7,5,21,1,4,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"Jason Taylor",254,"HW","GE","1",6,5,3,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
