"Player","ID","Team","Opponent","Round","Kicks","Marks","Hand Balls","Disp","Goals","Behinds","Hit Outs","Tackles","Rebounds","Inside 50","Clearances","Clangers","Frees For","Frees Against","Brownlow","Uncontested Possessions","Contested Possessions","Contested Marks","Marks Inside 50","One Percenters","Bounces","Goal Assists","% Time Played"
"Kevin Bartlett",1509,"RI","FI","2",14,4,0,14,3,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"David Cloke",1286,"RI","FI","2",10,8,7,17,1,2,5,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
"Emmett Dunne",1689,"RI","FI","2",9,6,3,12,0,0,15,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"Phil Egan",1702,"RI","FI","2",11,2,1,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Jim Jess",1845,"RI","FI","2",8,3,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Merv Keane",1861,"RI","FI","2",12,2,3,15,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
"Graeme Landy",1912,"RI","FI","2",8,1,1,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Mick Malthouse",2377,"RI","FI","2",9,1,5,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Alan Martello",1944,"RI","FI","2",7,1,0,7,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Noel Mugavin",2012,"RI","FI","2",10,5,5,15,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Geoff Raines",2092,"RI","FI","2",14,4,2,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Maurice Rioli",2113,"RI","FI","2",13,6,11,24,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Barry Rowlings",2133,"RI","FI","2",21,2,2,23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Terry Smith",2180,"RI","FI","2",8,3,3,11,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Greg Strachan",2198,"RI","FI","2",5,2,3,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Brian Taylor",1403,"RI","FI","2",11,8,4,15,8,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Dale Weightman",1256,"RI","FI","2",3,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peter Welsh",2262,"RI","FI","2",12,1,3,15,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
"Robert Wiley",2280,"RI","FI","2",19,4,2,21,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Bryan Wood",2290,"RI","FI","2",6,2,2,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Leigh Carlson",1583,"FI","RI","2",15,4,2,17,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Glenn Coleman",1314,"FI","RI","2",11,5,0,11,1,3,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Mick Conlan",1621,"FI","RI","2",14,4,2,16,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Darryl Cox",11061,"FI","RI","2",7,3,6,13,3,1,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"Mark Eaves",11155,"FI","RI","2",3,2,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Leon Harris",1791,"FI","RI","2",7,1,5,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Des Herbert",11076,"FI","RI","2",5,2,3,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Graeme Hinchen",1810,"FI","RI","2",9,0,2,11,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Grant Lawrie",1339,"FI","RI","2",12,6,2,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Gerald McCarthy",1958,"FI","RI","2",2,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"David McMahon",1980,"FI","RI","2",11,5,3,14,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Lee Murnane",2020,"FI","RI","2",7,4,2,9,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Les Parish",2058,"FI","RI","2",10,3,3,13,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Michael Poynton",2081,"FI","RI","2",11,2,3,14,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Bernie Quinlan",2091,"FI","RI","2",17,6,5,22,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Matthew Rendell",1347,"FI","RI","2",13,6,5,18,0,2,19,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
"Laurie Serafini",2155,"FI","RI","2",5,1,4,9,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Chris Smith",2177,"FI","RI","2",5,2,5,10,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"Neville Taylor",2206,"FI","RI","2",14,1,5,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Garry Wilson",2274,"FI","RI","2",17,3,9,26,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Rodney Ashman",1492,"CA","FI","1",24,6,8,32,2,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"Mario Bortolotto",11016,"CA","FI","1",6,5,4,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Peter Bosustow",1538,"CA","FI","1",8,3,7,15,3,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Jim Buckley",1564,"CA","FI","1",14,0,5,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Bruce Doull",1680,"CA","FI","1",11,6,6,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"David Glascott",1333,"CA","FI","1",5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wayne Harmes",1790,"CA","FI","1",8,4,3,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Ken Hunter",1826,"CA","FI","1",19,11,8,27,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Wayne Johnston",1849,"CA","FI","1",15,4,5,20,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Warren Jones",1855,"CA","FI","1",4,3,2,6,0,0,33,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Robbert Klomp",1881,"CA","FI","1",12,6,3,15,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Mark MacLure",1931,"CA","FI","1",2,1,3,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Alex Marcou",1946,"CA","FI","1",23,6,9,32,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Phil Maylin",1951,"CA","FI","1",11,2,8,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peter McConville",1959,"CA","FI","1",10,6,6,16,5,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Allan Montgomery",11163,"CA","FI","1",7,3,2,9,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Val Perovic",2066,"CA","FI","1",12,5,2,14,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Ken Sheldon",1411,"CA","FI","1",19,3,15,34,1,1,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Geoff Southby",2183,"CA","FI","1",6,0,3,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Greg Wells",2260,"CA","FI","1",25,8,4,29,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
"Leigh Carlson",1583,"FI","CA","1",7,3,4,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Scott Clayton",1357,"FI","CA","1",5,0,3,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Michael Coates",11154,"FI","CA","1",9,4,2,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Glenn Coleman",1314,"FI","CA","1",7,1,3,10,1,1,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Mick Conlan",1621,"FI","CA","1",21,4,2,23,1,2,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0
"Darryl Cox",11061,"FI","CA","1",9,1,0,9,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Peter Francis",1739,"FI","CA","1",10,2,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
